track_id,track_name,artists,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,year
74L0PAlLQe33gbO3Wq1Fe7,Captain (feat. Smokepurpp) - Remix,Wiz Khalifa,60,181577,0.892,0.559,F,-6.388,Major,0.0813,0.0636,0.0,0.0872,0.438,121.93,Hip-Hop,
5qu3j7Ou6LyQFSU9N7Sb5x,4 Phones,Rich The Kid,76,217339,0.926,0.523,C#,-5.915,Major,0.158,0.0269,0.000293,0.103,0.205,141.983,Hip-Hop,
5aQmsZCESbhasWW5VARdS8,Loud,Mac Miller,63,171149,0.649,0.822,C#,-5.8,Major,0.0398,0.00258,3.83e-05,0.362,0.201,140.026,Hip-Hop,
6xQZuh6E5I7Ga9RNTXUM9k,Lodi Dodi (feat. Nancy Fletcher),Snoop Dogg,55,301400,0.49,0.763,G#,-3.802,Major,0.108,0.0114,0.0,0.138,0.632,79.015,Hip-Hop,
2vZoxANxxo2Bm8lPlxmjgz,Netflix & Chill,Yung Tory,64,174002,0.707,0.347,C#,-13.071,Major,0.249,0.382,0.0,0.121,0.829,178.037,Hip-Hop,
3F4uOZlN4kzMmG88TT2HjD,Me Usaste,Noriel,67,364733,0.808,0.536,F#,-5.855,Minor,0.228,0.393,0.0,0.0975,0.599,131.963,Hip-Hop,
7lidCG4c4lX6hIRXt0MKVA,Blessed Up,Meek Mill,50,201255,0.647,0.59,F#,-9.931,Major,0.247,0.0609,0.0,0.381,0.415,92.275,Hip-Hop,
5PIf7OdUBskJC5zZNBtIg0,Long Way,Chris Webby,53,329131,0.44,0.76,B,-5.872,Minor,0.359,0.0167,2.84e-06,0.127,0.0976,77.741,Hip-Hop,
6FQQiTpYnfc5803p84bQp1,Vikram - Title Track,Anirudh Ravichander,74,218823,0.638,0.842,7,-5.305,0,0.0524,0.174,0.000356,0.126,0.145,169.901,Hip-Hop,
7jTL6K5hqWDVUH4j2thZrp,Movin’ Up,Quality Control,72,167298,0.938,0.377,C,-6.253,Major,0.127,0.197,3.05e-05,0.178,0.598,108.985,Hip-Hop,
0oK6aZFtGPCCQ83lChpGO3,Nolia (feat. Kevin Gates),Lil Yachty,54,202105,0.813,0.483,D#,-8.044,Minor,0.457,0.144,0.0,0.0991,0.398,132.954,Hip-Hop,
4IiI9lpobMyEbhV5VstNs7,Nothin' At All (feat. Skoolie 300),Chuuwee,60,271778,0.628,0.588,B,-9.506,Minor,0.291,0.341,0.0,0.406,0.491,83.13,Hip-Hop,
6SPYOjTjqvidDI24Hy9lwX,DrIP DrIp Drip (feat. Meek Mill),Tory Lanez,73,230440,0.71,0.814,A#,-4.575,Major,0.0561,0.162,0.0,0.16,0.714,155.02,Hip-Hop,
2TLqO1WFm6FJPf9L6lgG5b,Wake Up,Mac Miller,57,234938,0.736,0.786,E,-4.999,Minor,0.148,0.0514,0.0,0.261,0.653,109.364,Hip-Hop,
6iLRFwirCeD375tVl76vjE,Granny Crib,Lil Durk,50,258769,0.804,0.6,C#,-4.773,Major,0.347,0.0114,0.0,0.178,0.535,172.014,Hip-Hop,
0x5ptUe0lw50eIRUGBfsb8,PUSSY MONEY FAME,YG,50,178760,0.749,0.435,A,-7.595,Major,0.229,0.00549,2.3e-06,0.0935,0.481,91.718,Hip-Hop,
50M2QjfSM82wkJ1d0iV4mh,Daydreamin' (feat. Jill Scott),Lupe Fiasco,58,234307,0.533,0.739,F,-3.573,Minor,0.0602,0.029,0.0,0.266,0.617,81.37,Hip-Hop,
7xV2KiZcW7oUCUyYWzrxnC,Immigrant,Belly,54,232853,0.698,0.835,C#,-4.847,Minor,0.414,0.556,0.0,0.209,0.646,89.11,Hip-Hop,
0CBQ0m3mufWH75LTYB3s6h,Let It Fly (feat. Travis Scott),Lil Wayne,72,186872,0.902,0.819,C#,-3.321,Major,0.317,0.0414,0.0,0.106,0.746,89.0,Hip-Hop,
5KUiLOgwUB2Y8dzTBv8j7R,Point of No Return,Immortal Technique,56,241827,0.581,0.83,F,-7.032,Minor,0.475,0.296,0.0,0.325,0.52,118.332,Hip-Hop,
4jURQLDdnZp6l3PsvxJaZk,Been On,G-Eazy,59,208867,0.609,0.655,C#,-7.985,Minor,0.507,0.105,0.0,0.0939,0.316,160.415,Hip-Hop,
411k79KI0fTsUYeHtTMUBG,Dope,Tyga,50,223093,0.8,0.516,F#,-7.321,Major,0.279,0.0126,0.0,0.134,0.363,94.957,Hip-Hop,
3F3N97ZRJJf42YPpwy4iJZ,The Race,Wiz Khalifa,56,335613,0.658,0.748,F,-6.323,Major,0.201,0.872,5.59e-06,0.609,0.571,151.876,Hip-Hop,
2bl9hO5BkcBgvY1hucWHQ2,Off The Rip,French Montana,51,238599,0.627,0.675,C#,-5.512,Major,0.312,0.111,0.0,0.259,0.567,178.08,Hip-Hop,
2ozuygJ4A6g4Ig0otuuBsG,Set The Record Straight (feat. Chris Brown),Tee Grizzley,59,177778,0.706,0.745,G,-6.851,Minor,0.195,0.0418,0.0,0.139,0.619,162.012,Hip-Hop,
2XaInsPPUkZRkY4uFJ3AHK,Met Gala (feat. Offset),Gucci Mane,69,209143,0.817,0.587,D,-6.502,Major,0.108,0.052,0.00165,0.185,0.352,140.062,Hip-Hop,
30sc425JEvj3tgmGAKORea,New Choppa,Playboi Carti,67,126043,0.772,0.605,C,-4.223,Minor,0.0579,0.174,0.0,0.329,0.425,128.162,Hip-Hop,
2MIXhD9W7WL1Txd4Z7bU49,Party People,Vince Staples,50,178507,0.541,0.563,B,-6.75,Major,0.0737,0.00195,0.111,0.193,0.105,115.297,Hip-Hop,
434ah65N1wBkIBgz1t6Cy1,Shawty Independent (feat. Shakewell & Germ),Pouya,50,207120,0.857,0.45,A,-10.744,Minor,0.306,0.237,0.0,0.134,0.67,111.992,Hip-Hop,
6s4vQAB4KDr54flyIuJWI7,Dom's Prayer,Dom Kennedy,48,244842,0.739,0.578,B,-6.858,Major,0.14,0.288,0.0,0.31,0.548,76.011,Hip-Hop,
06zGABieonkb95GQTBb7Mz,Save It for Me,Yo Gotti,52,237240,0.673,0.683,C,-4.436,Major,0.196,0.0147,0.0,0.0596,0.417,158.026,Hip-Hop,
794QVQtFNy7hvtjQP1keQd,1942,G-Eazy,76,213080,0.817,0.646,E,-5.12,Minor,0.249,0.0152,0.0,0.125,0.835,162.898,Hip-Hop,
5mPSyjLatqB00IkPqRlbTE,Pop Style,Drake,66,212947,0.718,0.458,E,-10.024,Minor,0.117,0.187,3.43e-06,0.105,0.0514,132.998,Hip-Hop,
4kNvYhyl8R6m1vykVkcuBu,All Me,Drake,70,270867,0.67,0.515,C#,-6.977,Major,0.397,0.0705,0.0,0.25,0.422,122.006,Hip-Hop,
4HMhDkyOObFngSAz2xeQhK,All In,Kid Cudi,49,250587,0.663,0.607,A,-8.405,Minor,0.0714,0.0382,0.448,0.951,0.559,153.972,Hip-Hop,
top_1001,Love The Way You Lie,Eminem,81,263373,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,Hip-Hop,2010
5SECgk6Gf1TVMy2FApJmSO,This Feeling,Mike Stud,57,191765,0.715,0.672,A,-8.155,Major,0.127,0.411,0.000459,0.152,0.361,92.085,Hip-Hop,
7KtN4w71ojlIpKG9i3Png4,My Friend,SonReal,49,212066,0.484,0.422,F#,-5.764,Major,0.0792,0.873,0.0,0.152,0.511,175.134,Hip-Hop,
top_808,Dangerous,Kardinal Offishall,75,246053,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,Hip-Hop,2008
5f5r2N4Lp9WoULWPH9zp2W,Can't Have Everything,Drake,63,228438,0.636,0.568,C#,-8.441,Major,0.419,0.0111,0.0,0.117,0.438,82.495,Hip-Hop,
1iKqYeWSuNtpiv1L9IGAbB,"Hathyar - From ""Sikander 2""",Sidhu Moose Wala;The Kidd,63,276279,0.537,0.768,7,-4.412,0,0.177,0.139,0.0,0.108,0.508,171.997,Hip-Hop,
2QZuuHydaM9b3NCklAKZbS,Just Believe,G-Eazy,54,242693,0.766,0.518,F#,-8.648,Minor,0.0374,0.0515,0.0567,0.113,0.107,110.059,Hip-Hop,
4LCNHHhUJB0rqvmlxwstmN,Vibe Hai,DIVINE;Aavrutti;D'Evil;Shah Rule,56,201000,0.646,0.812,11,-6.861,1,0.621,0.237,0.0,0.777,0.829,104.232,Hip-Hop,
7f3maI6OJ8b5Uc9iLkPV3m,Same Difference,Token,49,294480,0.471,0.766,C,-7.774,Minor,0.423,0.206,2.24e-06,0.105,0.376,170.863,Hip-Hop,
2iPTGIzI5LBeEVz2q5xYLF,Chippi Chippi,Sheck Wes,62,229400,0.677,0.549,G#,-7.165,Major,0.211,0.0734,0.0,0.0916,0.262,77.523,Hip-Hop,
04QTBqa3IA4ZAKEuqRPzEH,PartyIsntOver/Campfire/Bimmer,"Tyler, The Creator",60,438493,0.443,0.576,C#,-8.696,Minor,0.2,0.0715,0.0193,0.41,0.128,151.835,Hip-Hop,
72jhDg3ZYZxwb2jfHIeCXS,Next Up,Lil Yachty,52,197531,0.883,0.73,C,-5.296,Major,0.219,0.279,0.00235,0.144,0.34,145.859,Hip-Hop,
4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ,79,237507,0.759,0.245,F#,-6.545,Major,0.138,0.515,0.000154,0.102,0.209,96.992,Hip-Hop,
7d9I42jF759n5HuUeoulzR,Nann Nigga,Trick Daddy,53,167400,0.837,0.819,D,-5.245,Major,0.211,0.000507,0.0,0.323,0.643,149.918,Hip-Hop,
77mLzdHEWRB60CLlV02TV2,America,Logic,58,331347,0.839,0.888,C#,-4.181,Major,0.116,0.13,0.000376,0.116,0.6,115.005,Hip-Hop,
49FS3ExqVBhknyKnXkrfWW,too easy,bbno$,54,161633,0.762,0.717,A,-8.628,Minor,0.309,0.194,3.99e-06,0.115,0.347,73.503,Hip-Hop,
4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),Yung Gravy,87,146470,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,Hip-Hop,
3bp0Zuc7LMxgjqsQ6q3E8y,Evil Deeds,Eminem,51,259573,0.732,0.683,D,-4.993,Major,0.293,0.09,0.0,0.434,0.259,75.504,Hip-Hop,
56dwc4Rm7t00qpsQzefuVi,Desde Cero (feat. Santa Fe Klan),MC Davo,68,193421,0.859,0.698,A#,-5.001,Minor,0.13,0.0537,0.0,0.0278,0.91,75.963,Hip-Hop,
1gwu4J4HIbbQrPUHHRc415,Chup Chup,Wazir Patar;Roop Bhullar,57,155714,0.815,0.676,5,-3.04,0,0.385,0.0664,0.0,0.0578,0.836,168.051,Hip-Hop,
7HRvfjNicVkQnohrpOvjjL,Chithiyaan,Karan Aujla,57,198119,0.623,0.638,2,-6.315,0,0.0592,0.322,0.0,0.321,0.659,84.019,Hip-Hop,
44YAJYlDg4EECrecze8BU2,No Less,G-Eazy,62,250640,0.632,0.49,B,-7.386,Minor,0.286,0.566,0.0,0.0985,0.178,93.979,Hip-Hop,
2durxb17bXcmQJHSt8JAdO,No Tellin',Drake,65,310933,0.827,0.477,G,-10.408,Minor,0.275,0.535,0.0,0.136,0.558,95.03,Hip-Hop,
17wxjHNmOSstc6nVIe401T,I. The Worst Guys,Childish Gambino,60,219740,0.593,0.639,F,-7.558,Minor,0.114,0.0572,0.0,0.0622,0.347,97.088,Hip-Hop,
3STThGLjuFSaoseZvWupmx,Chain$Aw,Scarlxrd,59,212245,0.717,0.925,C,-4.246,Major,0.311,0.244,0.0,0.287,0.412,137.989,Hip-Hop,
top_453,One Call Away,Chingy,61,276800,0.765,0.821,4,-5.926,0,0.183,0.0918,0.0,0.217,0.962,162.519,Hip-Hop,2003
78yeKzZVT9ARq9icCvEF3A,Balance (feat. dvsn & PnB Rock),Roy Woods,55,222656,0.906,0.448,A,-10.947,Minor,0.0679,0.0149,0.0821,0.0582,0.676,122.037,Hip-Hop,
0vHhhXkGGV2zF1NsN2EfIr,All the Time,Swoope,50,223687,0.77,0.518,D,-7.62,Major,0.309,0.0369,1.37e-06,0.174,0.148,139.015,Hip-Hop,
1qrAgbcxQpeaDv4ptgjl9e,Shinin',Tegi Pannu;Manni Sandhu,59,195699,0.722,0.673,8,-4.613,0,0.154,0.492,0.0,0.114,0.919,140.915,Hip-Hop,
3hWScIEUaZGBKTnVYdNwrW,Parkstone Drive,Russ,62,205720,0.857,0.616,G#,-3.287,Minor,0.206,0.0348,4.37e-06,0.0709,0.152,94.032,Hip-Hop,
2m1JKNrEQA37VibuKSMJEH,You (Remix) feat. Blueface - Remix,Jacquees,70,224240,0.723,0.43,G#,-9.08,Minor,0.0569,0.464,0.0,0.112,0.332,114.94,Hip-Hop,
5390Dk3Wx3GZckgdEKSWyR,Lil Pump,Lil Pump,59,132768,0.765,0.445,C#,-11.257,Major,0.258,0.022,0.0,0.364,0.392,121.38,Hip-Hop,
21tQ61tNj6qbXbDwmSIPt9,Multiply,A$AP Rocky,60,223053,0.904,0.783,C,-4.475,Major,0.145,0.079,0.0,0.149,0.176,114.952,Hip-Hop,
5CFtTwFst60VoNDm1YTSR1,Mi Gran Señora,Traviezoz de la Zierra,56,293303,0.603,0.37,D,-6.523,Major,0.0439,0.611,0.0,0.0967,0.571,122.641,Hip-Hop,
6Eoz2eZzrDV0AhzJxfqkFg,We The Ones,Quality Control,63,194025,0.902,0.712,B,-3.466,Minor,0.195,0.0324,0.0,0.171,0.108,93.995,Hip-Hop,
0wJIFdZTLwl4ZQ6RNLOxQN,Girlfriend,Kap G,57,198716,0.876,0.658,F#,-3.119,Minor,0.106,0.12,0.0,0.107,0.407,159.986,Hip-Hop,
3MWlVSkoLS1e66nlZ2tuWJ,For Whom The Bell Tolls,J. Cole,65,127880,0.652,0.407,A#,-11.028,Minor,0.0354,0.471,0.0,0.294,0.169,111.65,Hip-Hop,
50K0GKbudptd9wZwQlQWdj,Agarrala,Trebol Clan,65,157701,0.744,0.921,A,-4.521,Minor,0.0889,0.172,4.86e-06,0.146,0.718,93.001,Hip-Hop,
5lGG6y9qBZ8hT3JawPCZxT,Rico Story 2,Speaker Knockerz,48,159573,0.813,0.534,C,-8.034,Minor,0.0649,0.108,3.13e-06,0.0544,0.467,139.998,Hip-Hop,
4JCr0Kj0mdFaafkeQKRrTZ,Bottle Poppers,Wiz Khalifa,57,187158,0.879,0.662,D,-4.555,Major,0.298,0.0628,0.0,0.243,0.773,132.547,Hip-Hop,
4RxrKuTfREQe3jQeFJhe2C,Up One (feat. Lil Baby) - Remix,Yella Beezy,53,283993,0.955,0.468,A,-9.835,Major,0.484,0.00742,4.6e-05,0.104,0.304,129.921,Hip-Hop,
2aMVyJSuDFFL1sTjJnvk7X,Nena Maldición (feat. Lenny Tavárez),Paulo Londra,79,228875,0.762,0.631,F#,-4.837,Major,0.0544,0.178,0.0,0.146,0.379,118.969,Hip-Hop,
4oVQdGZJCXfBsU34FdsdMv,Twilight [War With God],Kevin Gates,46,154279,0.629,0.717,A,-5.727,Major,0.0647,0.00332,0.0,0.139,0.387,150.146,Hip-Hop,
7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,Drake,60,247947,0.386,0.488,C#,-7.303,Minor,0.422,0.00171,0.0,0.64,0.217,193.397,Hip-Hop,
70bCuMmZHypmGwUdCQ3QDf,Wither,Tech N9ne,49,283533,0.67,0.86,C#,-3.183,Major,0.0492,0.202,0.0,0.097,0.116,130.016,Hip-Hop,
top_1982,Nights Like This (feat. Ty Dolla $ign),Kehlani,74,201787,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,Hip-Hop,2019
2ycWek3FNNVHBhz2TcnOzZ,Wizard Of Oz,Logic,62,144627,0.719,0.617,B,-6.882,Minor,0.036,0.0505,0.0,0.0716,0.0626,146.015,Hip-Hop,
4sULmO0taLzXZFs6zyf6Yn,You Cant Stop Me,Andy Mineo,66,239962,0.771,0.826,D#,-4.617,Minor,0.159,0.0459,0.0,0.264,0.451,145.985,Hip-Hop,
70ATm56tH7OrQ1zurYssz0,I Need A Doctor,Dr. Dre,73,283733,0.591,0.934,D#,-4.389,Major,0.437,0.0996,1.81e-06,0.348,0.452,155.968,Hip-Hop,
7FLkSvWI9hOXCZPC3JhURD,INDIGO GIRL,A.CHAL,50,209325,0.627,0.55,F#,-10.395,Minor,0.0389,0.199,0.00243,0.228,0.368,147.98,Hip-Hop,
4aCk50WpvliyFaoRlOe8IM,Si El Mundo Se Acabara,Justin Quiles,60,222209,0.64,0.758,D#,-5.333,Minor,0.192,0.257,0.0,0.82,0.797,172.066,Hip-Hop,
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,Dr. Dre,71,161507,0.916,0.906,D#,-2.494,Minor,0.195,0.0279,0.0,0.0803,0.291,95.3,Hip-Hop,
5dvGOTBXFSgpKddB6MGe0P,WAR,AP Dhillon;Gurinder Gill,62,221142,0.674,0.508,10,-10.56,0,0.298,0.159,0.000361,0.348,0.322,139.966,Hip-Hop,
7rfQ9aYzbO4HNq2vTufIuH,Corner of the World,Ryan Caraveo,52,184593,0.679,0.649,F#,-7.486,Major,0.332,0.228,0.000378,0.0869,0.283,159.975,Hip-Hop,
1JDOIxrGzvGRrDCzmxnTVo,SIGNS (Feat. 24hrs),Machine Gun Kelly,53,166053,0.823,0.513,C#,-6.382,Major,0.0414,0.0251,0.0,0.0979,0.04,104.992,Hip-Hop,
7hZoTr4ffMGqm9opMiGmBp,ONCE UPON A TIME (FREESTYLE),IDK,59,150819,0.653,0.91,F#,-3.797,Major,0.319,0.114,0.0,0.111,0.818,91.102,Hip-Hop,
5KWV7S3osWbeOMPHCeWVyK,Bambi,Jidenna,59,250000,0.748,0.623,F,-5.08,Major,0.0285,0.109,0.0,0.15,0.21,105.045,Hip-Hop,
0zrK5pcePHSPGvKr34DbxV,Time (feat. Snoh Aalegra),Boogie,59,145867,0.669,0.536,C#,-8.257,Minor,0.204,0.659,0.0,0.096,0.379,100.938,Hip-Hop,
2eb51UvA5hKfZOC1cy1oA1,Hands Up,Vince Staples,46,199800,0.427,0.7,C,-6.489,Major,0.274,0.00445,0.202,0.629,0.237,86.607,Hip-Hop,
2PlrYKsGndAMJ0qqVVPCoV,4 Gold Chains - (feat. Clams Casino),Lil Peep,64,209107,0.313,0.426,G#,-9.049,Major,0.0435,0.853,0.00037,0.181,0.107,95.159,Hip-Hop,
3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,Arjun Kanungo;Momina Mustehsan,70,210000,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-06,0.121,0.368,110.101,Hip-Hop,
0uCIPyaPjArUBR1dyGiRfs,2000 Seasons,Talib Kweli,52,253068,0.767,0.732,A#,-4.297,Minor,0.355,0.149,0.0,0.923,0.843,93.108,Hip-Hop,
6AooRgSRDzbCYL4NZ4RCjU,Chal Bombay,DIVINE,60,174000,0.862,0.619,6,-6.645,0,0.318,0.0434,0.0,0.117,0.512,95.036,Hip-Hop,
2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),Playboi Carti,80,153800,0.674,0.649,C#,-8.433,Minor,0.199,0.191,0.0,0.122,0.48,153.069,Hip-Hop,
0ndpJtfKGuGM3pyNwnwSUx,See No Evil,The Game,51,284293,0.52,0.435,A,-9.147,Major,0.284,0.569,0.0,0.161,0.0717,101.584,Hip-Hop,
7LE30kBrgtQLYPYuJK43xi,Rich For You,Token,50,240110,0.587,0.66,C#,-7.346,Major,0.245,0.417,5.58e-06,0.121,0.142,82.901,Hip-Hop,
0XRren0qNeBqsTx2jRUEs5,Faithful,Phora,62,180016,0.532,0.537,B,-10.869,Major,0.386,0.695,0.0,0.129,0.338,117.266,Hip-Hop,
top_1082,Ridin' Solo,Jason Derulo,66,215746,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,Hip-Hop,2010
6YXxeDNipkeI0kV6v7QD91,Round (feat. Juice WRLD),Yung Bans,65,152798,0.877,0.528,G#,-10.981,Major,0.476,0.00669,0.0,0.0813,0.184,144.046,Hip-Hop,
5m62bM6EN1ysBb3nnedLBR,Titli,Satinder Sartaaj,57,277500,0.723,0.831,6,-6.685,1,0.111,0.543,0.0,0.0755,0.839,143.885,Hip-Hop,
3XJ25IKHBKosyTvd09BqYm,No Chill,Vic Mensa,53,226320,0.514,0.844,D#,-5.022,Minor,0.247,0.138,0.0,0.159,0.289,140.57,Hip-Hop,
6rDaCGqcQB1urhpCrrD599,Album of the Year - Freestyle,J. Cole,71,138872,0.705,0.816,A#,-7.046,Minor,0.32,0.0805,0.0,0.476,0.929,94.211,Hip-Hop,
5XeP8WpyHwaZICxhmf0egF,Luca Brasi Freestyle,Kevin Gates,57,243117,0.881,0.732,A#,-3.548,Minor,0.343,0.206,0.0,0.225,0.304,77.013,Hip-Hop,
1NCkdMCiBT3lJcp4OK7hRk,Poison,Global Dan,63,154173,0.573,0.793,G#,-6.138,Minor,0.0653,0.0107,0.0,0.189,0.513,154.976,Hip-Hop,
68biLwi894rMQPeIiSky2t,10 Feet Down,NF,68,217107,0.64,0.843,F,-6.581,Minor,0.114,0.0915,7.01e-06,0.272,0.0739,95.959,Hip-Hop,
3eqfEoBJPQDlUZQzOP0cly,Complete,G-Eazy,55,188920,0.615,0.549,D,-7.34,Major,0.112,0.00954,0.000101,0.109,0.123,144.099,Hip-Hop,
3MDcFMG1AYBPcRpYOdwDYl,Conrad Tokyo,A Tribe Called Quest,48,211987,0.675,0.608,C#,-7.233,Major,0.0836,0.602,0.0387,0.103,0.24,95.245,Hip-Hop,
0BYnII68HNa5VjeQru6Zrf,Gotta Live,Tedashii,55,227993,0.561,0.852,G,-4.697,Major,0.104,0.0281,0.0,0.0999,0.492,146.929,Hip-Hop,
45QAbhiq5ibQbFnWVS7TJH,Too Bad,IshDARR,50,193071,0.625,0.726,D,-5.617,Major,0.146,0.0933,0.0,0.234,0.337,139.951,Hip-Hop,
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),Offset,86,172800,0.88,0.428,A,-8.28,Major,0.206,0.149,5.07e-05,0.114,0.333,100.007,Hip-Hop,
5lxkPZ2kaSfkSF9CDyNNXm,Face,PnB Rock,61,200584,0.778,0.556,G#,-6.878,Major,0.161,0.00233,1.19e-06,0.137,0.294,137.079,Hip-Hop,
6TDtGJSk3MDTnM6nTDu5Zu,Rucón,Aleman,76,168560,0.863,0.59,C#,-8.768,Major,0.5,0.0196,0.0,0.093,0.579,161.98,Hip-Hop,
2dOFYqJnQXlllhzzIbQtUP,The Mourning After,Mac Miller,49,188065,0.572,0.634,G,-9.726,Major,0.305,0.872,0.000543,0.432,0.393,80.265,Hip-Hop,
2n4F4KH34FujRuaNmFILv7,La Caspa Del Diablo,Los Originales De San Juan,55,156160,0.77,0.773,G,-5.743,Major,0.223,0.358,0.0,0.0478,0.827,112.401,Hip-Hop,
5z7mYFfhw6N6f23VwrokJD,The Way You Move (feat. Sleepy Brown) - Club Mix,OutKast,68,234000,0.871,0.597,F,-4.932,Minor,0.0464,0.126,0.000115,0.0638,0.635,125.999,Hip-Hop,
2s9JtWG8ojIgAn746GrCN1,Edge Of Destruction,Machine Gun Kelly,51,307893,0.773,0.781,F#,-6.967,Minor,0.0512,0.045,0.0,0.14,0.13,131.971,Hip-Hop,
top_270,Work It,Missy Elliott,70,263226,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,Hip-Hop,2002
0f85bMoarvHbdIcfhDjSjN,Drippin',Young Thug,51,186453,0.947,0.602,C,-7.275,Major,0.0744,0.0515,0.0,0.0921,0.347,103.961,Hip-Hop,
33FbG4v2uBW9u4FnvHA6y2,Lies (feat. Roze),Drumma Battalion,64,169200,0.766,0.496,D,-7.943,Major,0.035,0.251,0.0,0.109,0.379,100.025,Hip-Hop,
37sexcbewtWiE8PDuLRFrY,No Quiero Amores (feat. Ozuna),Yandel,62,203133,0.666,0.658,F,-4.938,Major,0.209,0.0147,0.0,0.111,0.562,182.184,Hip-Hop,
4hHXhCRSnOKd6nMGaivmD0,Hotel,Cassidy,56,247040,0.68,0.659,C,-6.855,Major,0.211,0.118,0.0,0.107,0.411,91.259,Hip-Hop,
3oy9CClx1zCGnhzse9AvDu,If Tomorrow's Not Here,Denzel Curry,52,335464,0.659,0.797,E,-5.659,Minor,0.121,0.203,0.0,0.329,0.727,106.013,Hip-Hop,
5uqphUYsR45kPYplrYSAQh,Throw Sum Mo,Rae Sremmurd,68,260453,0.854,0.645,F#,-8.021,Minor,0.141,0.0417,0.000115,0.103,0.569,142.053,Hip-Hop,
7k3sn5TIQ3qRVJ8FPTG9kx,Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,53,293000,0.697,0.9,G,-7.036,Major,0.259,0.168,0.0,0.369,0.551,102.83,Hip-Hop,
top_1257,Domino,Jessie J,74,231840,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,Hip-Hop,2011
23YEpFgAVvr0w3cDm7EQ1Q,Prrrum,Cosculluela,65,238476,0.832,0.731,C#,-4.815,Major,0.228,0.0991,0.0,0.344,0.712,90.069,Hip-Hop,
3zmduBNsQ6BPDTZAkXzG5K,Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,72,214400,0.642,0.777,E,-4.809,Minor,0.094,0.00323,0.0,0.227,0.413,96.986,Hip-Hop,
2sjJrFhDT0oP3fyCocTVyX,Bébé,MHD,70,245713,0.706,0.672,G#,-8.078,Major,0.111,0.162,3.55e-06,0.115,0.839,104.017,Hip-Hop,
2WqTKOAUmv7hz9ZzGnXHrY,Realist In It (feat. Gucci Mane & Offset),Lil Baby,69,222958,0.932,0.658,C#,-7.708,Minor,0.353,0.207,0.0,0.118,0.695,109.973,Hip-Hop,
top_1262,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,77,207333,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,Hip-Hop,2011
1k9B8MqhGKbVV3dTpwUxn5,Maintain,Belly,61,216240,0.878,0.62,D,-5.485,Major,0.112,0.333,0.0,0.391,0.218,133.027,Hip-Hop,
1xeLSOaNvDg68FGjIkJxkU,Pollo y Conejo,Cartel De Santa,72,214154,0.769,0.71,E,-4.583,Minor,0.197,0.559,0.0,0.398,0.588,129.867,Hip-Hop,
3fZVaBxYP3KdkSmTEWbl1d,Downfall (feat. Young Dolph & Lil Baby),Lil Durk,61,265980,0.657,0.687,C,-5.318,Minor,0.445,0.207,0.0,0.201,0.434,83.098,Hip-Hop,
70XjvRgmweWUdBHLwGJKUK,3 Way,Zaytoven,51,237166,0.837,0.415,C#,-10.267,Major,0.234,0.0157,0.0,0.157,0.301,137.503,Hip-Hop,
31gYzvubZHQcrs4ANuCMAf,Margiela Problems (feat. Blood Orange),MadeinTYO,53,187160,0.922,0.567,C#,-6.382,Major,0.29,0.425,0.0,0.11,0.768,124.019,Hip-Hop,
26gQQcCHXQ5zRRtCsqyowf,Rawlings,Chief Keef,48,190308,0.722,0.596,C#,-5.672,Major,0.0409,0.00822,0.000684,0.161,0.0799,135.08,Hip-Hop,
1YnhmaHKpNEroXiGqc3BLT,Brenda,Isaiah Rashad,48,250358,0.592,0.512,A#,-8.963,Minor,0.458,0.0741,2.48e-05,0.262,0.564,85.988,Hip-Hop,
top_787,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2,227960,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,Hip-Hop,2007
4bBXBazYqsi1HUsrlPxUnf,Questions,PnB Rock,54,205724,0.431,0.656,C#,-6.539,Major,0.248,0.183,0.0,0.13,0.526,180.482,Hip-Hop,
