genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Folk,Liz Phair,Why Can't I?,4z4PB23xYTg1oANmyZovsw,54,0.0273,0.487,208360,0.759,0.0,B,0.165,-4.849,Major,0.0405,80.958,4/4,0.227
Folk,Simon & Garfunkel,"Scarborough Fair - Live at Central Park, New York, NY - September 19, 1981",4e41Kd7WsZ0CfomJihS3GE,45,0.874,0.26,231560,0.109,0.000257,D,0.745,-21.998,Major,0.0368,112.751,3/4,0.252
Folk,Diet Cig,Sixteen,3srSZaawmAmYz1P2674Xdl,42,0.106,0.464,202749,0.699,0.000514,G,0.0902,-8.691,Major,0.0551,105.165,4/4,0.179
Folk,Brandi Carlile,Pride and Joy,14tdoqjGs1mgjFFfif7rnC,39,0.775,0.309,260867,0.358,0.000116,A,0.102,-7.036,Major,0.029,168.739,4/4,0.209
Folk,The Paper Kites,A Silent Cause,70wU6KWSCaK1HR5cAj1T5G,43,0.939,0.387,263827,0.218,0.0221,B,0.109,-15.858,Major,0.0393,179.939,4/4,0.371
Folk,Pretenders,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,63,0.116,0.598,231120,0.901,0.0401,D,0.178,-6.081,Major,0.0359,153.24,4/4,0.814
Folk,Broken Social Scene,Anthems For A Seventeen Year-Old Girl,0VXp4zDspR993l2hIKW17g,59,0.214,0.483,275693,0.446,0.0159,E,0.132,-9.417,Major,0.0359,80.093,4/4,0.403
Folk,Bombay Bicycle Club,"Lights Out, Words Gone",1bKQdPJ9lid6Yg26HAx8Tf,57,0.577,0.649,301347,0.76,0.332,G#,0.107,-7.275,Major,0.0298,106.002,4/4,0.654
Folk,Bon Iver,Re: Stacks,2LthqyP0MLhGUBICwR1535,65,0.979,0.676,401413,0.0812,0.416,D,0.118,-22.846,Major,0.0398,125.053,4/4,0.314
Folk,Caamp,Common Man,0KlO835SZ6WZKHKsaCtqSh,58,0.751,0.388,133477,0.59,0.0,F#,0.25,-7.173,Major,0.0565,155.208,4/4,0.747
Folk,Tall Heights,Not Like It Was,7kAJjcUdOIDXVVowBEneH5,50,0.406,0.501,175357,0.684,0.00153,B,0.174,-6.428,Major,0.0408,84.004,4/4,0.507
Folk,Jason Isbell and the 400 Unit,Tupelo,6NEnPyVS7opzxuT4f54V1y,54,0.15,0.476,241449,0.415,3.21e-05,A,0.331,-11.478,Major,0.0289,143.819,4/4,0.321
Folk,Car Seat Headrest,Vincent,5jeDAq40nB1ZCTqZAZIlm6,47,0.35,0.397,465027,0.61,0.0266,A,0.11,-7.836,Major,0.0437,147.838,4/4,0.0549
Folk,Matt Maltese,Even If It's a Lie - Demo,0MVeLASrPyBrC6hwwhIMwu,51,0.948,0.481,237928,0.293,7.11e-05,D,0.11,-5.999,Major,0.0294,82.965,4/4,0.134
Folk,Generationals,In Green (feat. Sarah Quintana),1PvsENmbP6vooYJEFjLNzE,56,0.186,0.724,173746,0.858,0.138,B,0.125,-6.917,Minor,0.054,99.939,4/4,0.906
Folk,Daryl Hall & John Oates,Sara Smile - Remastered,4TI306LIWdII9L3OitUeJY,44,0.565,0.6,187000,0.376,0.000865,D,0.109,-10.99,Minor,0.0464,148.238,3/4,0.3
Folk,Dollar Signs,I Hope I Don't Fuck This Up,75Gfe52V3GwydewbPqAAMe,41,0.00993,0.194,167206,0.623,6.26e-05,D#,0.111,-6.293,Major,0.0317,172.536,4/4,0.22
Folk,Paul McCartney,Maybe I'm Amazed,7DsaOo87BUgyNwMxD6nhC9,46,0.328,0.477,231267,0.526,0.028,G,0.171,-8.754,Major,0.0292,79.298,4/4,0.408
Folk,AJJ,Temple Grandin,484hOIlGLuERFRMe6YnvJe,38,0.000455,0.46,142960,0.915,0.0,G,0.417,-5.462,Major,0.04,98.214,4/4,0.586
Folk,Yusuf / Cat Stevens,Morning Has Broken,3BqqF8suAIzW8655yJfcvh,67,0.614,0.443,200000,0.324,0.00568,G,0.0919,-13.135,Major,0.0312,133.102,3/4,0.386
Folk,Frankie Valli,My Eyes Adored You,2cqVnbTiYgdun186IbDRwm,50,0.272,0.446,212627,0.489,0.0,B,0.16,-10.26,Minor,0.033,137.829,4/4,0.396
Folk,Cat Power,(I Can't Get No) Satisfaction,6NTNGqmF2lCfu7l3CPuMLe,47,0.932,0.592,185160,0.0965,0.000557,A,0.107,-16.739,Minor,0.031,100.421,4/4,0.268
Folk,Beirut,My Night With the Prostitute from Marseille,4DSv0N25NPYs1GQcGCWYps,45,0.694,0.623,187320,0.552,0.187,D,0.104,-11.0,Major,0.0291,129.993,4/4,0.31
Folk,Grouper,Heavy Water/I'd Rather Be Sleeping,6IUwiHsyKAZtfBy37Wu4ij,50,0.909,0.458,173027,0.309,0.956,D,0.118,-14.186,Major,0.0283,106.004,4/4,0.0555
Folk,Brandi Carlile,That Year,5RtIFveFctGcvO1J9wVStV,41,0.908,0.551,215893,0.284,0.0002,E,0.175,-11.05,Major,0.041,173.945,4/4,0.228
Folk,Matt Maeson,Hallucinogenics,6BRW1hLPP14wpaxJF8YTWe,66,0.472,0.608,185133,0.601,0.0,C,0.242,-8.44,Major,0.0507,121.656,4/4,0.316
Folk,Vampire Weekend,Taxi Cab,6000CTcjDKMkA1b7tgLcVi,48,0.292,0.69,235733,0.363,0.422,D,0.0796,-15.782,Major,0.066,167.979,4/4,0.71
Folk,Gregory Alan Isakov,This Empty Northern Hemisphere,5FY6QpvB4NDI14MCx5T9xi,48,0.715,0.361,300400,0.341,0.0147,F,0.105,-12.62,Major,0.03,93.451,4/4,0.0657
Folk,Brandi Carlile,I Belong to You,2V7fTvZ7ayvDgx1A8hqpZZ,43,0.933,0.418,270962,0.299,0.000215,B,0.111,-10.791,Major,0.0369,112.414,4/4,0.43
Folk,Raffi,Les Petites Marionttes,2TveUpq3W6vA1xRLpp2kpS,40,0.326,0.612,54453,0.373,6.06e-06,D,0.104,-14.114,Major,0.164,212.137,4/4,0.879
Folk,Manfred Mann,The Mighty Quinn,0cWPr2PvYTQERq88b4jGXw,45,0.456,0.599,173773,0.702,0.0,B,0.193,-6.994,Major,0.0452,92.847,4/4,0.897
Folk,Modest Mouse,Missed the Boat,4asjU3sDnn3002bTJIg2vZ,59,0.0697,0.71,264813,0.698,0.0,D,0.478,-5.797,Major,0.0332,104.007,4/4,0.852
Folk,RY X,Sweat,6pULE9MZf21WIsVi3fKlOq,48,0.908,0.301,239123,0.112,0.0837,D#,0.169,-16.042,Minor,0.042,170.869,4/4,0.0772
Folk,Frances,When It Comes To Us,50NEZSNLGu473nFv5Or6gg,48,0.855,0.773,249362,0.403,0.036,C#,0.107,-7.596,Major,0.0902,86.007,4/4,0.261
Folk,Florence + The Machine,You've Got The Love,6u9RqxALwkjJ1ukB1y8vuP,64,0.00455,0.574,168667,0.704,0.0,F#,0.107,-4.72,Major,0.0319,109.999,4/4,0.368
Folk,Tom Speight,New Day,0i5ay0DjoQlFUbFumgUUAx,50,0.705,0.496,236838,0.334,0.00209,F#,0.122,-10.749,Major,0.0385,120.074,4/4,0.23
Folk,Sara Bareilles,Little Black Dress,3MOUUE92JOO8UdVTszYaJ0,48,0.216,0.787,212080,0.73,0.0,G,0.0743,-5.065,Major,0.0554,119.984,4/4,0.336
Folk,Edward Sharpe & The Magnetic Zeros,No Love Like Yours,1R1yheuqbn1J0u5bFRHdHU,45,0.294,0.422,177687,0.828,0.00137,F#,0.127,-6.476,Minor,0.0473,110.447,4/4,0.385
Folk,Steely Dan,Haitian Divorce,4r4VpAcwrKtvX4klQ9EHUs,45,0.287,0.727,351173,0.559,1.54e-06,E,0.0421,-9.907,Minor,0.0697,147.615,4/4,0.862
Folk,Nathaniel Rateliff & The Night Sweats,What I Need,5uVXZc3LS8q61EGBUkVcrI,43,0.0169,0.473,303907,0.572,0.054,F,0.0684,-5.508,Major,0.0315,170.064,3/4,0.5
Folk,Tom Walker,Just You and I - R3HAB Remix,4p6f1OTeGSJZwva6HrhQka,54,0.297,0.632,138750,0.683,2.23e-06,A,0.108,-5.742,Major,0.246,100.264,4/4,0.428
Folk,Mark Diamond,In the End (Lost Recording #10),3Ye27ZdmeKVjLBoOQHtXPN,51,0.892,0.405,201781,0.227,6.32e-06,G,0.129,-9.586,Major,0.0395,144.621,4/4,0.0398
Folk,Ryan Adams,All You Had To Do Was Stay,7Jw1V7CzU9xvVSEONbHOD3,40,0.000128,0.614,210240,0.685,1.33e-05,G#,0.1,-5.798,Major,0.0386,130.063,4/4,0.397
Folk,T. Rex,Debora,6y2DmxDs19Bw8ExsNLHy2d,50,0.727,0.512,198827,0.405,0.0,A#,0.726,-13.649,Minor,0.299,159.745,4/4,0.516
Folk,Jade Bird,Lottery,1PQF36sylEiYAEyhaqFcQY,58,0.0861,0.609,151907,0.584,0.0,D,0.102,-4.38,Major,0.0359,105.026,4/4,0.622
Folk,Santigold,I Don't Want,7wsZg5fyBVJvteGNfcEdpP,46,0.145,0.782,229913,0.594,1.01e-05,F,0.609,-6.248,Major,0.0718,146.017,4/4,0.544
Folk,Noah Gundersen,Family,4EC81x7yH6ncvo3Fox53C8,49,0.751,0.507,214840,0.201,0.000551,F#,0.173,-11.836,Minor,0.0324,110.93,3/4,0.156
Folk,Foxygen,No Destruction,2aYvXJhIBrxcEnk7uCJCjN,47,0.31,0.599,296573,0.676,0.0013,D,0.14,-8.213,Major,0.0261,112.977,4/4,0.895
Folk,Dermot Kennedy,Moments Passed,7tDUQkAhVNeSvY22v8qDrE,64,0.0646,0.553,271357,0.729,2.22e-05,A,0.194,-6.926,Minor,0.0496,119.973,4/4,0.437
Folk,Nekrogoblikon,Powercore,5KtLPs8pkSRKsnOZOmIg8k,41,0.004,0.393,236093,0.991,0.0,G#,0.135,-4.35,Major,0.348,199.907,4/4,0.316
Folk,Vampire Weekend,I Think Ur A Contra,6DBKSzHJnmessG6SimxooQ,48,0.924,0.366,269160,0.329,0.0743,C,0.0819,-12.848,Major,0.0394,139.943,3/4,0.191
Folk,Wardruna,NaudiR,4leRr7JCOulwlGBPUtuqFe,49,0.0643,0.423,391573,0.329,0.12,D,0.21,-13.352,Major,0.0275,134.908,4/4,0.179
Folk,S. J. Tucker,Witch's Rune,05SBYEaOoRBtrAAveD4Lph,40,0.782,0.558,263840,0.273,3.42e-06,G,0.0863,-12.679,Major,0.0291,77.973,4/4,0.217
Folk,Car Seat Headrest,High to Death,2doQ4LEtEDbL3cIPEeHP1E,46,0.13,0.479,459348,0.424,0.0234,C,0.103,-11.321,Major,0.0405,104.042,4/4,0.164
Folk,Jimmy Buffett,Fruitcakes,5wLIdufTlx9JMeZ6v5ZGw5,41,0.32,0.702,459867,0.729,0.0,G,0.0605,-8.558,Major,0.216,159.923,4/4,0.926
Folk,Grouplove,Lovely Cup,7AmGy7erKqVDo5BblEZtde,48,0.00316,0.536,257773,0.853,0.0,C#,0.0951,-5.131,Major,0.0419,101.0,4/4,0.611
Folk,Electric Light Orchestra,All Over The World,7psAMS9VACNOP4kmPbRqXY,45,0.616,0.667,244760,0.741,1.31e-06,D,0.933,-7.578,Major,0.0385,123.743,4/4,0.783
Folk,Bombay Bicycle Club,Home By Now,4vd5POsDm1JblJT9ZpYM5L,51,0.0119,0.347,274653,0.576,1.75e-06,C#,0.0656,-6.234,Major,0.0303,179.739,4/4,0.191
Folk,The Okee Dokee Brothers,Can You Canoe?,0IjbQr3DnBtbe32g6oKnki,39,0.85,0.598,184973,0.512,0.0,E,0.136,-7.717,Major,0.0264,84.842,4/4,0.63
Folk,Sibylle Baier,Forget About,00epdG9ONPL8KkErbmKW8o,58,0.99,0.59,151413,0.106,0.648,A#,0.11,-17.245,Major,0.0332,97.042,3/4,0.28
Folk,The Beach Boys,Surfin' Safari - Remastered,4kIYRtgbZyPzAWSFLdlajW,49,0.795,0.542,126640,0.785,2.3e-05,A,0.102,-5.251,Major,0.0439,158.37,4/4,0.967
Folk,George Harrison,My Sweet Lord,0qdQUeKVyevrbKhAo0ibxS,77,0.0794,0.538,281227,0.704,0.0,C#,0.0867,-8.904,Minor,0.0332,120.963,4/4,0.583
Folk,Ben Howard,The Fear,17bpxYmEJLHVdptkxtjHbh,56,0.421,0.6,260342,0.547,0.0104,B,0.113,-9.653,Major,0.0313,125.909,4/4,0.444
Folk,The War On Drugs,Up All Night,3U9HrZM2sAZhqdSvZMj2oq,54,0.149,0.55,383080,0.886,0.406,D,0.0682,-5.25,Major,0.0546,127.007,4/4,0.185
Folk,A.A. Bondy,Images of Love,5j9OcWaEewzyazeJEoTjxJ,49,0.245,0.721,219000,0.37,0.00912,F#,0.0769,-9.69,Major,0.0332,84.991,4/4,0.629
Folk,Coasts,Oceans,1IJtIK4InJREGkzonJeekr,45,0.00152,0.518,223613,0.875,0.0,A,0.369,-4.581,Major,0.0465,127.74,4/4,0.495
Folk,The Shins,A Comet Appears,1egU2OWYiTLJmV3cshqwrO,46,0.922,0.479,229133,0.221,1.4e-06,D,0.0529,-12.473,Major,0.0329,125.734,4/4,0.242
Folk,Big Red Machine,Forest Green,0WVCw4DuZ5GliVNUyyNmS2,52,0.669,0.602,349200,0.552,0.588,B,0.0934,-11.258,Major,0.0436,92.933,4/4,0.36
Folk,Billy Joel,The Entertainer,60m29Z8TtocKOqDlQEbwUS,49,0.105,0.611,221040,0.912,0.0,C,0.117,-6.775,Major,0.0398,101.307,4/4,0.77
Folk,Beta Radio,I Am Mine,6KEtDWKIZizP4V6eCPnNK9,42,0.944,0.577,244280,0.406,0.0126,A#,0.117,-10.535,Major,0.0326,119.0,4/4,0.157
Folk,Leonard Cohen,Aleluya,1qFMUNah44kASCQhM66VxU,53,0.927,0.326,199573,0.202,0.00288,A,0.115,-11.293,Minor,0.0349,99.144,3/4,0.104
Folk,Sleeping At Last,Chasing Cars,2EDYchd8hhwAOWKGQxJoro,65,0.975,0.478,240427,0.181,3.37e-06,B,0.0795,-8.731,Major,0.0327,108.346,4/4,0.279
Folk,Mindy Gledhill,I Do Adore,7v0AaX282jy2XNI9JEZa60,53,0.947,0.69,149160,0.334,0.0,A,0.0895,-5.626,Major,0.066,74.721,4/4,0.8
Folk,Grizzly Bear,While You Wait For The Others,6ISgf39hqL5wImQpRrLcCr,45,0.527,0.551,269707,0.463,0.00145,F#,0.101,-7.642,Minor,0.0387,80.44,4/4,0.328
Folk,Buffalo Springfield,Mr. Soul,042v1NacbKJzCyi6nBme7T,49,0.105,0.675,171533,0.549,7.18e-05,A,0.0533,-13.02,Major,0.0335,134.771,4/4,0.965
Folk,Mandolin Orange,Like You Used To,4T8eiSZD8b1efjIjNkcnSI,48,0.85,0.638,277827,0.374,0.0189,C,0.125,-14.052,Major,0.0308,86.014,4/4,0.502
Folk,Brandi Carlile,Every Time I Hear That Song,0hoRmVUp5cZ1empu0nSHU8,63,0.544,0.577,241147,0.53,3.29e-06,G,0.103,-6.749,Major,0.0312,85.471,4/4,0.22
Folk,Blanco White,El Buho,3E2dyGd4VQaY6uWHyQ9ok7,49,0.933,0.553,231707,0.391,0.00123,D#,0.0993,-12.303,Minor,0.0315,105.989,4/4,0.242
Folk,Tow'rs,Consolations,5yHwjP8pKBTaGwwosNrwq9,44,0.253,0.596,261000,0.345,0.000199,C,0.0641,-7.199,Minor,0.0261,79.019,4/4,0.459
Folk,Gillian Welch,Wayside/Back in Time,7kBgZQP85cQBKKDTmjcDf3,45,0.227,0.635,208373,0.322,0.0,A,0.114,-9.738,Major,0.0271,78.612,4/4,0.401
Folk,The Microphones,The Moon,4pbEwQiDjPln3oYlijXuOE,47,0.395,0.201,316640,0.718,0.789,G,0.135,-9.821,Major,0.0657,149.734,4/4,0.159
Folk,Amy Macdonald,Come Home,2h0vWnQCiiIlG4NzAnuFpA,50,0.0142,0.587,193812,0.753,0.0,G#,0.155,-9.078,Major,0.0311,119.965,4/4,0.562
Folk,Lead Belly,Where Did You Sleep Last Night,3XdnNX0cPynrR7KdRoyjwa,49,0.948,0.57,181893,0.241,0.0224,E,0.111,-12.138,Major,0.0473,115.352,3/4,0.543
Folk,Wardruna,Heimta Thurs,3OsEHXLj2p0ERAfQZjIwTm,49,0.35,0.464,258400,0.353,0.93,D,0.168,-17.613,Major,0.0294,105.788,4/4,0.322
Folk,I'm With Her,Game To Lose,6Gvy9aUFmtYlqLz1XX78EA,46,0.963,0.568,225893,0.0626,0.000139,C#,0.0575,-13.728,Minor,0.0435,131.604,4/4,0.452
Folk,Regina Spektor,Samson,2bbhyUWJ5VjdfI3P4PRLu2,53,0.862,0.49,189507,0.193,9.74e-06,B,0.113,-9.544,Major,0.0421,89.154,4/4,0.184
Folk,Riley Pearce,Brave,5gqcOwKXxGTth8CUfN8woT,65,0.569,0.505,247793,0.409,0.00228,E,0.153,-10.588,Minor,0.0304,116.05,4/4,0.228
Folk,The Harmaleighs,I Keep Ticking On,3SIeDnfrXhYvsskASZXyaP,53,0.245,0.602,156360,0.771,0.0,D#,0.107,-4.494,Major,0.04,125.024,4/4,0.41
Folk,Boy & Bear,Fall At Your Feet,4HopuG8wQBlvXQ6xwA79FG,54,0.549,0.41,271387,0.473,0.000105,C,0.0974,-6.595,Minor,0.0375,87.002,4/4,0.224
Folk,The Everly Brothers,('Til) I Kissed You,2erTdgDOZmjJNaNhjhWXhJ,52,0.401,0.518,146067,0.432,0.0,A#,0.299,-11.689,Minor,0.0459,139.567,4/4,0.701
Folk,Feist,Inside And Out,6rouj6pwJgrh6whnljzXPd,44,0.447,0.831,257920,0.586,1.67e-05,C,0.104,-6.372,Major,0.0708,99.999,4/4,0.529
Folk,The National,Sea of Love,7cmMZ45nWU8JtvdIzgXlli,52,0.138,0.458,221440,0.825,0.88,C,0.116,-6.301,Major,0.0367,145.997,4/4,0.522
Folk,Father John Misty,I'm Writing a Novel,6od2yPHW6FK8rS3shyKCrQ,49,0.108,0.583,215147,0.886,1.18e-05,F,0.109,-4.027,Major,0.0344,165.016,4/4,0.853
Folk,Jeff Mangum,I Love How You Love Me,07ARfS39HSzPfEWZS8opOs,42,0.846,0.371,206773,0.699,3.35e-06,C,0.846,-9.713,Major,0.213,91.559,3/4,0.533
Folk,Bahamas,Til The Morning,53f8ZJ8tkhVU8nfezktvCv,43,0.915,0.735,120013,0.274,0.289,B,0.115,-13.714,Major,0.0391,113.901,4/4,0.428
Folk,Brandi Carlile,The Mother,6jeIbpsYPF0CTId7QrLLer,58,0.804,0.563,196973,0.463,2.27e-06,G#,0.092,-7.366,Major,0.0551,98.039,4/4,0.394
Folk,Dermot Kennedy,Glory,5rMea4Gu5db0qb1c6TfGIh,66,0.0346,0.394,222173,0.606,1.05e-06,D,0.0804,-7.345,Major,0.0648,77.026,4/4,0.197
Folk,Tom Walker,My Way,5e3vokINVx2oxBaEDPvhig,58,0.0184,0.59,236249,0.682,0.0,G#,0.354,-5.646,Major,0.0483,75.004,4/4,0.264
Folk,Dusty Springfield,You Don't Have To Say You Love Me,0q8nQ0H4ad4KYcZdrTZPux,48,0.379,0.323,170440,0.517,0.0,D,0.0748,-9.08,Minor,0.0341,112.09,3/4,0.63
Folk,Delta Rae,I Will Never Die,0PsFfOHpQih3d0uy3Be800,38,0.131,0.676,218507,0.652,0.000394,G#,0.112,-6.419,Major,0.104,75.969,4/4,0.397
Folk,Arctic Lake,Heal Me,56vlzMRLMYKL1f8HHXTRCn,49,0.709,0.412,207643,0.349,0.00204,A,0.109,-9.61,Minor,0.0361,139.734,4/4,0.141
Folk,Hozier,Angel of Small Death and the Codeine Scene,6JmSfynzr6E0QllQZNEXEb,61,0.201,0.364,219213,0.64,7.25e-05,E,0.12,-5.757,Major,0.0506,93.507,4/4,0.386
Folk,Frankie Valli,Can't Take My Eyes Off You,2iITn5ojFgHyyINdH0cziZ,61,0.508,0.581,203680,0.78,1.07e-05,E,0.0799,-7.053,Major,0.0567,123.711,4/4,0.561
Folk,The Beach Boys,Heroes And Villains - Remastered,7BO7ZbaEmgCSSp3znPMxN4,51,0.524,0.426,219307,0.583,4.05e-06,C#,0.147,-7.442,Major,0.0354,116.803,1/4,0.232
Folk,Ray LaMontagne,Part Two - In My Own Way,3S3siqFECq9XTgLHSGF1no,42,0.803,0.547,396307,0.278,0.174,F#,0.132,-10.676,Major,0.0296,125.755,4/4,0.0615
Folk,Foxygen,Avalon,6u0ccx1pJICbSwCPMFCd1b,46,0.309,0.404,226027,0.601,0.000799,G,0.391,-7.683,Major,0.0337,134.118,4/4,0.656
Folk,Old Crow Medicine Show,Sweet Amarillo,5MzG5IVlxZZg4Evr0wR6S3,41,0.157,0.475,202720,0.714,0.0,G,0.349,-5.714,Major,0.0271,167.91,3/4,0.763
Folk,Justin Townes Earle,One More Night In Brooklyn,4xv3P9DiKTKMfFaClyZtgn,43,0.52,0.762,184320,0.376,2.09e-05,A,0.108,-10.547,Major,0.0396,118.357,4/4,0.571
Folk,Deer Tick,Bluesboy,2uAX8joOQnZkfgJsLz1g6E,40,0.017,0.554,250080,0.893,0.00158,A#,0.258,-5.793,Major,0.0398,107.302,3/4,0.487
Folk,Bright Eyes,First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,71,0.915,0.468,188800,0.201,8.28e-05,E,0.0952,-17.024,Major,0.0388,94.422,4/4,0.383
Folk,Modest Mouse,Talking Shit About a Pretty Sunset,5PrPN445xZxYuMD4nIR1UC,45,0.506,0.473,350493,0.714,0.00287,E,0.159,-9.16,Major,0.0402,138.347,4/4,0.31
Folk,The Barr Brothers,Come in the Water,60Quyc1WC345V5QA85WGVl,49,0.593,0.541,408285,0.334,0.131,D,0.112,-10.788,Major,0.0282,131.385,4/4,0.429
Folk,Van Morrison,Vanlose Stairway,1Md1hcJ9mJDFSNYxh9Nlix,38,0.699,0.521,253173,0.168,0.0272,C,0.0724,-18.781,Major,0.0393,113.539,4/4,0.206
Folk,Sarah McLachlan,Full of Grace,687LfKbMekzqGnPY7wn66V,40,0.894,0.152,221120,0.192,0.00632,A,0.127,-12.719,Major,0.0336,175.725,3/4,0.166
Folk,Lily Allen,Smile,4aR9bPMAOFySBuQSbVWF3d,57,0.00143,0.632,196893,0.639,0.0,F,0.221,-5.938,Major,0.0259,95.506,4/4,0.733
Folk,Aisha Badru,Mind on Fire - Franz Matthews Remix,0RliZNSYxNPfwHI6fyD7Ts,44,0.39,0.799,240193,0.648,0.0141,G,0.281,-8.94,Major,0.0289,111.489,4/4,0.34
Folk,Mark Diamond,All We've Done (Lost Recording #9),2mcTmOwuU7TlvgRnKMt5ke,58,0.929,0.383,246716,0.232,5.06e-06,F,0.102,-11.247,Minor,0.0708,75.816,5/4,0.155
Folk,Raffi,"Goodnight, Irene",50GSnj1aiDvLLYIiPijFJW,40,0.729,0.551,180253,0.144,1.57e-05,F,0.143,-14.911,Major,0.0305,112.134,3/4,0.453
Folk,Lenka,Everything at Once,6iZxpy5Z0BztLHsWE8cSzD,44,0.29,0.767,157600,0.484,0.00649,C,0.415,-8.005,Major,0.0659,145.033,4/4,0.842
Folk,Death Cab for Cutie,What Sarah Said,2JFrlsJBH4IDt3Suot97dP,48,0.801,0.505,380867,0.439,0.0217,C,0.104,-9.952,Major,0.0268,134.194,3/4,0.0401
Folk,Ingrid Michaelson,Giving Up,1DLVoGqzbKabLDABTAh5ye,43,0.605,0.685,249480,0.095,0.0,C,0.149,-11.908,Major,0.0361,104.65,4/4,0.276
Folk,Ane Brun,Halo,4JaoU6fL2Ifz2gDyFYtpiP,58,0.953,0.577,232987,0.138,0.00191,A#,0.14,-12.836,Major,0.0369,128.335,4/4,0.226
Folk,T. Rex,Cosmic Dancer - Remastered,5N4vVbNotNwWGG8KcCdstR,47,0.018,0.37,270000,0.694,0.00365,C,0.182,-11.713,Major,0.0595,155.093,4/4,0.651
Folk,Alanis Morissette,Head over Feet - Live / Unplugged Version,0HxDXAUayBZXU8ZaWdBKyc,64,0.0688,0.421,262560,0.734,0.0,C,0.974,-8.692,Major,0.0511,168.772,4/4,0.34
Folk,Taj Mahal,Leaving Trunk,3E0VKSvZp76kvBU2WwwBul,58,0.195,0.542,289560,0.502,0.00812,D#,0.174,-10.607,Minor,0.0515,174.11,4/4,0.948
Folk,Tom Petty,You Wreck Me,0YkbYk24ODhuewb79zZZzM,58,0.000605,0.479,202893,0.89,0.000345,A#,0.0932,-4.527,Major,0.0374,164.491,4/4,0.795
Folk,Tow'rs,Going,7wT5sH9HAapHhoN1Ndj4wd,41,0.222,0.706,284303,0.509,0.165,G,0.112,-8.994,Minor,0.0276,124.954,4/4,0.319
Folk,Jimmy Buffett,Tin Cup Chalice,6i5stu3H0nHekjp8bOhoeE,43,0.561,0.626,221573,0.33,4.13e-05,G,0.122,-13.646,Major,0.0295,72.088,4/4,0.493
Folk,Derek & The Dominos,Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,2YJgM8lj4u5YEZRSHSfL60,56,0.601,0.413,301720,0.693,0.0553,D,0.166,-5.936,Major,0.0351,133.137,4/4,0.668
Folk,Martin Luke Brown,Opalite,2z5xSPIlMpVhqbBhYGTYht,47,0.00973,0.728,211749,0.664,0.000515,D,0.37,-5.543,Major,0.0438,104.021,4/4,0.105
Folk,Plested,Habits,7JqB6bUvM3C6CxC9UhzKth,46,0.119,0.242,255157,0.464,0.0,B,0.11,-8.402,Minor,0.0436,173.779,4/4,0.0628
Folk,The Okee Dokee Brothers,Through the Woods,579El11n6O3biw8XjOPQ8x,41,0.581,0.642,181805,0.454,0.0011,F#,0.112,-8.419,Major,0.0344,86.967,4/4,0.413
Folk,Dr. Dog,Distant Light,3vzS1rOvhKNueWIatEoJ4J,42,0.23,0.51,204213,0.771,0.0839,F,0.371,-5.935,Major,0.0325,84.387,4/4,0.816
Folk,Mason Jennings,Cursive Prayers,6wZlR4dWy3cxfTrurylJsJ,39,0.562,0.569,217681,0.662,0.161,G#,0.176,-6.79,Major,0.0302,83.486,4/4,0.747
Folk,Clannad,"Theme (From ""Harry's Game"")",4xOA16KicwjRnlLjmNCYGk,37,0.948,0.19,148133,0.0715,0.00447,C#,0.105,-24.049,Minor,0.0372,131.56,3/4,0.0379
Folk,George Ogilvie,Foreign Hands,78e02OxzIocXs21FqQ4UGK,58,0.52,0.406,258531,0.449,0.0,D#,0.0942,-8.738,Minor,0.0321,140.008,4/4,0.335
Folk,Jome,Crystalline,6DvMHPpNxxozZYyL9WjK2O,41,0.526,0.614,176704,0.502,0.00344,D,0.414,-8.594,Major,0.0305,94.961,4/4,0.281
Folk,Snail Mail,Heat Wave,43E0f1S0rOGCo6YYRYHjHP,60,0.0002,0.504,308347,0.682,0.00205,A,0.147,-5.702,Major,0.0332,123.848,4/4,0.207
Folk,Caribou,Can't Do Without You,3n4M80UmJNHws4ZqdM7KEF,53,0.792,0.691,236400,0.407,0.642,C,0.783,-9.053,Major,0.0473,128.039,4/4,0.491
Folk,Clarence Clarity,"Those Who Can't, Cheat",7A4hqvmo5w1NxALmNWSIsU,40,6.17e-05,0.511,245153,0.881,1.51e-06,A,0.352,-4.965,Minor,0.0668,93.982,4/4,0.453
Folk,Arcade Fire,Creature Comfort,2voWPWlDfIthC6GUjaIQyV,62,0.0181,0.423,283507,0.949,0.00355,B,0.292,-4.097,Major,0.0972,189.976,4/4,0.278
Folk,Beck,Dreams - Colors Mix,7yVCPF2RjQaQkPV0SylA5p,47,0.000261,0.589,296996,0.902,0.0565,A,0.152,-5.481,Major,0.0335,114.011,4/4,0.674
Folk,WHY?,"The Vowels, Pt. 2",46wDtZkcoQdSelJ12emUIp,41,0.555,0.452,246109,0.779,3.05e-05,C,0.235,-5.208,Minor,0.0397,123.992,4/4,0.13
